OrderNumber,OrderDate,CurrencyCode,_SalesAM_ID,_CustomerID,_SiteID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0001414,11/4/2018,RWF,25,13,233,15,2,0.05,"1,092.10",797.23
SO - 0001415,11/4/2018,RWF,20,50,202,14,6,0.1,"3,953.00","3,241.46"
SO - 0001416,11/4/2018,RWF,13,1,213,45,7,0.1,"5,205.90","4,372.96"
SO - 0001417,11/4/2018,RWF,27,17,309,11,3,0.075,"2,666.60","2,213.28"
SO - 0001418,11/4/2018,RWF,27,36,343,38,4,0.05,"5,942.90","4,576.03"
SO - 0001419,11/4/2018,RWF,11,15,78,14,8,0.075,"2,412.00","1,181.88"
SO - 0001420,11/4/2018,RWF,25,16,55,43,3,0.05,"1,098.80",813.11
SO - 0001421,11/5/2018,RWF,16,8,263,36,6,0.2,"1,132.30",905.84
SO - 0001422,11/5/2018,RWF,24,17,298,12,7,0.05,"3,604.60","1,838.35"
SO - 0001423,11/5/2018,RWF,1,24,118,9,3,0.05,"1,025.10",563.81
SO - 0001424,11/6/2018,RWF,16,47,312,38,2,0.075,"1,688.40",844.20
SO - 0001425,11/6/2018,RWF,8,2,286,26,2,0.1,"4,020.00","3,417.00"
SO - 0001426,11/6/2018,RWF,22,39,141,30,3,0.1,"6,157.30","4,186.96"
SO - 0001427,11/6/2018,RWF,3,4,215,38,4,0.2,"2,499.10","1,399.50"
SO - 0001428,11/6/2018,RWF,27,32,137,35,3,0.3,"2,512.50","2,060.25"
SO - 0001429,11/6/2018,RWF,12,35,192,30,5,0.05,"1,179.20",978.74
SO - 0001430,11/6/2018,RWF,16,39,175,4,7,0.075,221.10,181.30
SO - 0001431,11/7/2018,RWF,16,21,216,35,8,0.2,"1,018.40",488.83
SO - 0001432,11/7/2018,RWF,11,38,285,24,6,0.1,"1,098.80",736.20
SO - 0001433,11/7/2018,RWF,1,9,120,40,4,0.4,"2,458.90","1,819.59"
SO - 0001434,11/7/2018,RWF,13,47,97,1,1,0.1,"1,018.40",539.75
SO - 0001435,11/7/2018,RWF,26,17,318,16,8,0.3,"2,244.50","1,054.92"
SO - 0001436,11/7/2018,RWF,9,4,96,29,2,0.075,877.70,649.50
SO - 0001437,11/7/2018,RWF,9,15,59,3,5,0.15,"3,999.90","2,039.95"
SO - 0001438,11/7/2018,RWF,12,33,59,46,8,0.075,"3,966.40","1,784.88"
SO - 0001439,11/7/2018,RWF,19,9,89,47,1,0.15,"2,633.10","2,080.15"
SO - 0001440,11/7/2018,RWF,13,44,65,20,2,0.4,"1,882.70",960.18
SO - 0001441,11/7/2018,RWF,4,9,193,26,5,0.05,"2,720.20","1,251.29"
SO - 0001442,11/7/2018,RWF,16,22,353,9,5,0.075,"5,902.70","3,541.62"
SO - 0001443,11/8/2018,RWF,23,47,145,33,1,0.05,"1,058.60",455.20
SO - 0001444,11/8/2018,RWF,18,24,110,27,3,0.15,"1,085.40",596.97
SO - 0001445,11/8/2018,RWF,20,50,247,27,4,0.4,"2,264.60",973.78
SO - 0001446,11/8/2018,RWF,21,22,85,40,8,0.075,810.70,486.42
SO - 0001447,11/8/2018,RWF,28,39,255,34,3,0.2,"3,932.90","1,612.49"
SO - 0001448,11/8/2018,RWF,8,36,121,37,6,0.05,"4,020.00","3,015.00"
SO - 0001449,11/8/2018,RWF,17,11,18,18,6,0.1,"6,532.50","5,487.30"
SO - 0001450,11/8/2018,RWF,20,9,347,16,2,0.1,750.40,405.22
SO - 0001451,11/8/2018,RWF,9,34,101,32,3,0.075,"1,943.00",777.20
SO - 0001452,11/8/2018,RWF,26,50,248,34,8,0.15,"1,038.50",591.95
SO - 0001453,11/9/2018,RWF,4,39,367,13,8,0.05,"3,906.10","2,929.58"
SO - 0001454,11/9/2018,RWF,4,29,140,41,4,0.075,777.20,411.92
SO - 0001455,11/9/2018,RWF,1,20,135,40,4,0.05,"2,519.20","1,032.87"
SO - 0001456,11/9/2018,RWF,26,14,169,12,3,0.1,"3,932.90","2,713.70"
SO - 0001457,11/9/2018,RWF,23,39,264,45,6,0.05,"1,293.10",685.34
SO - 0001458,11/9/2018,RWF,6,12,94,12,8,0.3,"1,011.70",435.03
SO - 0001459,11/9/2018,RWF,28,35,321,26,6,0.05,187.60,150.08
SO - 0001460,11/9/2018,RWF,24,31,287,40,6,0.05,"2,525.90","1,843.91"
SO - 0001461,11/10/2018,RWF,28,10,171,15,7,0.05,"5,199.20","2,859.56"
SO - 0001462,11/10/2018,RWF,5,48,47,47,5,0.1,"5,038.40","2,720.74"
SO - 0001463,11/10/2018,RWF,18,41,73,2,2,0.075,"1,051.90",620.62
SO - 0001464,11/10/2018,RWF,12,34,90,16,8,0.05,"1,681.70","1,194.01"
SO - 0001465,11/10/2018,RWF,3,4,366,8,6,0.05,"1,829.10",786.51
SO - 0001466,11/10/2018,RWF,14,24,6,32,5,0.4,"1,172.50",715.23
SO - 0001467,11/10/2018,RWF,1,5,121,23,6,0.05,"6,358.30","2,543.32"
SO - 0001468,11/10/2018,RWF,12,33,262,40,1,0.075,984.90,787.92
SO - 0001469,11/10/2018,RWF,21,39,106,24,4,0.05,"2,532.60","1,899.45"
SO - 0001470,11/10/2018,RWF,24,23,117,22,7,0.05,958.10,785.64
SO - 0001471,11/10/2018,RWF,11,1,55,8,1,0.075,"3,906.10","2,304.60"
SO - 0001472,11/10/2018,RWF,10,27,119,45,4,0.1,"2,666.60","1,893.29"
SO - 0001473,11/11/2018,RWF,8,31,176,37,7,0.4,"2,747.00","1,785.55"
SO - 0001474,11/11/2018,RWF,20,44,340,44,1,0.05,"1,058.60",529.30
SO - 0001475,11/11/2018,RWF,18,16,15,6,5,0.15,"1,306.50",940.68
SO - 0001476,11/11/2018,RWF,13,15,281,13,4,0.05,"2,572.80","1,543.68"
SO - 0001477,11/11/2018,RWF,17,31,28,31,3,0.1,"1,125.60",787.92
SO - 0001478,11/11/2018,RWF,28,19,232,10,7,0.3,911.20,692.51
SO - 0001479,11/11/2018,RWF,8,28,253,37,1,0.075,"1,092.10",688.02
SO - 0001480,11/11/2018,RWF,7,32,286,45,7,0.4,"1,916.20","1,417.99"
SO - 0001481,11/11/2018,RWF,4,33,149,39,7,0.075,"5,252.80","4,044.66"
SO - 0001482,11/11/2018,RWF,1,8,279,14,2,0.1,180.90,121.20
SO - 0001483,11/12/2018,RWF,19,35,64,4,2,0.1,"3,892.70","2,763.82"
SO - 0001484,11/12/2018,RWF,26,48,344,39,4,0.15,247.90,180.97
SO - 0001485,11/12/2018,RWF,1,39,119,9,6,0.05,"3,658.20","2,707.07"
SO - 0001486,11/12/2018,RWF,22,48,26,25,7,0.05,"6,512.40","3,712.07"
SO - 0001487,11/12/2018,RWF,5,8,110,31,5,0.05,"1,031.80",815.12
SO - 0001488,11/12/2018,RWF,7,16,239,23,7,0.05,"1,862.60","1,527.33"
SO - 0001489,11/12/2018,RWF,23,37,60,10,1,0.1,"2,365.10","1,206.20"
SO - 0001490,11/13/2018,RWF,9,13,323,27,3,0.4,241.20,190.55
SO - 0001491,11/13/2018,RWF,1,48,60,19,5,0.075,"1,005.00",693.45
SO - 0001492,11/13/2018,RWF,18,48,160,39,8,0.3,"1,112.20",500.49
SO - 0001493,11/13/2018,RWF,3,43,341,28,7,0.05,"1,045.20",522.60
SO - 0001494,11/13/2018,RWF,12,46,172,18,1,0.05,234.50,136.01
SO - 0001495,11/13/2018,RWF,3,10,363,12,5,0.05,"2,231.10","1,695.64"
SO - 0001496,11/13/2018,RWF,12,47,159,32,2,0.05,"4,013.30","2,729.04"
SO - 0001497,11/13/2018,RWF,16,6,282,8,2,0.075,"1,735.30",780.89
SO - 0001498,11/14/2018,RWF,17,40,262,28,3,0.1,"2,003.30","1,522.51"
SO - 0001499,11/14/2018,RWF,5,37,76,6,2,0.1,234.50,171.19
SO - 0001500,11/14/2018,RWF,18,47,61,37,1,0.15,"1,842.50","1,308.18"
SO - 0001501,11/14/2018,RWF,6,23,243,46,7,0.075,"1,125.60",697.87
SO - 0001502,11/14/2018,RWF,10,46,362,3,4,0.075,"1,721.90",947.05
SO - 0001503,11/14/2018,RWF,3,9,284,12,6,0.05,"1,025.10",584.31
SO - 0001504,11/14/2018,RWF,13,25,209,1,5,0.05,"2,519.20","1,184.02"
SO - 0001505,11/14/2018,RWF,27,19,141,35,2,0.1,"2,941.30","2,500.11"
SO - 0001506,11/14/2018,RWF,15,30,102,34,5,0.05,"1,098.80",527.42
SO - 0001507,11/14/2018,RWF,20,2,281,32,3,0.05,"5,862.50","2,520.88"
SO - 0001508,11/14/2018,RWF,21,18,88,37,7,0.05,"3,959.70","2,653.00"
SO - 0001509,11/15/2018,RWF,10,37,257,22,5,0.05,"2,412.00","1,423.08"
SO - 0001510,11/15/2018,RWF,1,4,224,30,1,0.075,951.40,780.15
SO - 0001511,11/15/2018,RWF,12,12,69,1,7,0.1,"3,859.20","3,125.95"
SO - 0001512,11/15/2018,RWF,27,4,353,40,6,0.05,"1,098.80",560.39
SO - 0001513,11/15/2018,RWF,16,42,300,15,1,0.075,"1,165.80",594.56
SO - 0001514,11/16/2018,RWF,24,11,243,15,3,0.2,"6,385.10","3,575.66"
SO - 0001515,11/16/2018,RWF,20,39,26,23,2,0.05,"2,525.90","1,237.69"
SO - 0001516,11/16/2018,RWF,2,49,171,5,8,0.05,"3,236.10","2,329.99"
SO - 0001517,11/16/2018,RWF,21,40,37,37,7,0.075,"3,859.20","1,620.86"
SO - 0001518,11/16/2018,RWF,7,25,243,17,2,0.05,207.70,145.39
SO - 0001519,11/16/2018,RWF,5,35,286,7,6,0.075,"1,956.40","1,076.02"
SO - 0001520,11/16/2018,RWF,3,14,168,44,3,0.2,"2,579.50","1,599.29"
SO - 0001521,11/16/2018,RWF,11,5,4,4,6,0.05,"1,065.30",724.40
SO - 0001522,11/16/2018,RWF,2,17,195,12,8,0.1,"3,872.60","2,710.82"
SO - 0001523,11/16/2018,RWF,12,13,225,20,5,0.15,"6,137.20","4,234.67"
SO - 0001524,11/17/2018,RWF,13,22,317,29,1,0.15,951.40,808.69
SO - 0001525,11/17/2018,RWF,9,17,116,36,6,0.075,"2,438.80","1,999.82"
SO - 0001526,11/17/2018,RWF,18,33,103,17,5,0.05,"1,192.60",667.86
SO - 0001527,11/17/2018,RWF,23,22,226,43,2,0.2,"6,291.30","4,844.30"
SO - 0001528,11/17/2018,RWF,2,43,135,46,7,0.075,"2,525.90","1,944.94"
SO - 0001529,11/18/2018,RWF,13,24,200,29,5,0.075,"1,313.20",906.11
SO - 0001530,11/18/2018,RWF,19,23,234,19,8,0.15,871.00,705.51
SO - 0001531,11/18/2018,RWF,19,32,241,15,1,0.075,"3,953.00","2,174.15"
SO - 0001532,11/18/2018,RWF,1,34,56,18,8,0.2,"3,973.10","1,708.43"
SO - 0001533,11/18/2018,RWF,8,50,253,37,4,0.15,"6,298.00","4,534.56"
SO - 0001534,11/18/2018,RWF,10,2,347,44,3,0.075,877.70,561.73
SO - 0001535,11/18/2018,RWF,18,28,284,37,8,0.075,844.20,430.54
SO - 0001536,11/18/2018,RWF,14,3,347,46,7,0.05,"6,472.20","2,977.21"
SO - 0001537,11/18/2018,RWF,5,31,55,11,1,0.05,"3,986.50","1,993.25"
SO - 0001538,11/18/2018,RWF,26,9,111,10,7,0.05,"3,993.20","3,354.29"
SO - 0001539,11/18/2018,RWF,8,25,267,19,2,0.05,"6,097.00","3,048.50"
SO - 0001540,11/19/2018,RWF,19,23,93,3,5,0.075,"1,098.80",780.15
SO - 0001541,11/19/2018,RWF,12,50,350,14,8,0.05,"3,966.40","2,697.15"
SO - 0001542,11/19/2018,RWF,8,30,350,10,8,0.05,"1,809.00","1,537.65"
SO - 0001543,11/19/2018,RWF,5,38,312,46,1,0.15,"2,445.50","1,785.22"
SO - 0001544,11/19/2018,RWF,4,15,332,41,7,0.1,"6,499.00","4,744.27"
SO - 0001545,11/19/2018,RWF,26,45,70,30,6,0.075,"2,010.00",844.20
SO - 0001546,11/19/2018,RWF,4,43,341,4,2,0.075,"3,946.30","2,012.61"
SO - 0001547,11/19/2018,RWF,21,17,42,45,8,0.1,"1,768.80","1,220.47"
SO - 0001548,11/19/2018,RWF,15,44,291,23,4,0.1,"2,257.90","1,128.95"
SO - 0001549,11/20/2018,RWF,22,26,268,17,3,0.075,261.30,222.11
SO - 0001550,11/20/2018,RWF,24,11,343,26,8,0.075,"3,966.40","2,141.86"
SO - 0001551,11/20/2018,RWF,25,45,169,40,1,0.075,"1,708.50","1,452.23"
SO - 0001552,11/20/2018,RWF,6,25,334,47,3,0.075,268.00,195.64
SO - 0001553,11/20/2018,RWF,16,50,63,18,1,0.05,"5,929.50","2,786.87"
SO - 0001554,11/20/2018,RWF,9,2,183,45,7,0.05,"1,125.60",495.26
SO - 0001555,11/21/2018,RWF,15,49,138,30,3,0.05,871.00,722.93
SO - 0001556,11/21/2018,RWF,14,43,220,5,8,0.3,"3,919.50","2,038.14"
SO - 0001557,11/21/2018,RWF,4,15,14,4,2,0.3,670.00,475.70
SO - 0001558,11/21/2018,RWF,8,11,128,5,4,0.075,"1,876.00","1,031.80"
SO - 0001559,11/21/2018,RWF,15,23,268,25,2,0.075,"1,989.90",835.76
SO - 0001560,11/21/2018,RWF,26,35,29,28,5,0.075,"1,809.00","1,266.30"
SO - 0001561,11/21/2018,RWF,23,15,88,13,2,0.075,"5,038.40","3,023.04"
SO - 0001562,11/21/2018,RWF,17,49,25,37,3,0.05,"2,324.90","1,394.94"
SO - 0001563,11/21/2018,RWF,23,10,307,3,1,0.05,"2,291.40","1,810.21"
SO - 0001564,11/21/2018,RWF,23,33,75,24,7,0.3,991.60,823.03
SO - 0001565,11/21/2018,RWF,13,3,285,9,4,0.075,"1,098.80",791.14
SO - 0001566,11/22/2018,RWF,6,44,359,11,6,0.2,"3,410.30","2,387.21"
SO - 0001567,11/22/2018,RWF,20,3,294,14,1,0.15,683.40,457.88
SO - 0001568,11/22/2018,RWF,2,25,177,11,8,0.075,"1,695.10",678.04
SO - 0001569,11/22/2018,RWF,28,24,251,1,7,0.15,261.30,109.75
SO - 0001570,11/22/2018,RWF,22,6,102,2,6,0.1,"3,912.80","1,956.40"
SO - 0001571,11/22/2018,RWF,20,5,30,16,5,0.075,"1,896.10",891.17
SO - 0001572,11/22/2018,RWF,11,19,125,46,6,0.3,"1,118.90",749.66
SO - 0001573,11/22/2018,RWF,10,3,89,21,4,0.1,"1,092.10",698.94
SO - 0001574,11/22/2018,RWF,5,49,161,7,6,0.3,"1,936.30",910.06
SO - 0001575,11/22/2018,RWF,8,50,122,7,6,0.075,"1,922.90","1,211.43"
SO - 0001576,11/23/2018,RWF,11,29,236,21,7,0.15,"3,906.10","2,538.97"
SO - 0001577,11/23/2018,RWF,8,1,158,28,2,0.05,891.10,365.35
SO - 0001578,11/23/2018,RWF,20,31,309,11,6,0.1,"3,323.20","2,658.56"
SO - 0001579,11/23/2018,RWF,1,38,171,24,1,0.075,"1,675.00",670.00
SO - 0001580,11/23/2018,RWF,12,20,165,40,8,0.05,"1,159.10",567.96
SO - 0001581,11/23/2018,RWF,20,29,229,9,1,0.05,"1,038.50",820.42
SO - 0001582,11/23/2018,RWF,3,9,247,12,2,0.075,"2,311.50","1,410.02"
SO - 0001583,11/23/2018,RWF,1,34,367,14,8,0.15,"2,519.20","1,435.94"
SO - 0001584,11/23/2018,RWF,5,11,14,4,3,0.2,187.60,78.79
SO - 0001585,11/23/2018,RWF,9,30,202,40,5,0.05,"1,989.90","1,432.73"
SO - 0001586,11/23/2018,RWF,28,43,20,15,5,0.075,"3,912.80","3,091.11"
SO - 0001587,11/24/2018,RWF,17,28,224,2,5,0.075,"6,485.60","4,215.64"
SO - 0001588,11/24/2018,RWF,26,49,63,8,7,0.1,"5,842.40","4,557.07"
SO - 0001589,11/25/2018,RWF,3,19,182,41,2,0.4,"5,641.40","4,343.88"
SO - 0001590,11/25/2018,RWF,22,32,165,36,7,0.05,201.00,124.62
SO - 0001591,11/25/2018,RWF,1,7,364,31,7,0.075,"3,946.30","1,578.52"
SO - 0001592,11/25/2018,RWF,21,37,221,45,7,0.075,"3,061.90","2,051.47"
SO - 0001593,11/25/2018,RWF,19,36,276,45,3,0.1,"3,939.60","2,087.99"
SO - 0001594,11/25/2018,RWF,9,44,105,17,2,0.05,167.50,73.70
SO - 0001595,11/25/2018,RWF,23,41,331,19,6,0.2,978.20,538.01
SO - 0001596,11/26/2018,RWF,4,34,311,5,6,0.05,254.60,127.30
SO - 0001597,11/26/2018,RWF,8,14,120,23,5,0.075,"3,611.30","2,672.36"
SO - 0001598,11/26/2018,RWF,12,23,318,6,8,0.05,261.30,209.04
SO - 0001599,11/26/2018,RWF,4,30,188,15,1,0.075,"1,065.30",862.89
SO - 0001600,11/26/2018,RWF,24,4,78,11,3,0.1,"5,480.60","2,575.88"
SO - 0001601,11/26/2018,RWF,13,6,326,41,7,0.075,"3,986.50","2,033.12"
SO - 0001602,11/26/2018,RWF,1,48,179,42,7,0.05,"6,157.30","4,248.54"
SO - 0001603,11/26/2018,RWF,7,13,362,24,3,0.05,"3,457.20","2,869.48"
SO - 0001604,11/26/2018,RWF,1,44,11,21,2,0.1,"5,815.60","3,082.27"
SO - 0001605,11/26/2018,RWF,20,29,357,8,8,0.1,"2,244.50","1,346.70"
SO - 0001606,11/26/2018,RWF,3,10,312,27,6,0.05,"1,092.10",720.79
SO - 0001607,11/27/2018,RWF,16,44,106,5,8,0.05,"2,666.60","1,999.95"
SO - 0001608,11/27/2018,RWF,11,11,76,45,1,0.1,"3,986.50","1,873.66"
SO - 0001609,11/27/2018,RWF,18,16,163,45,1,0.05,"1,842.50","1,529.28"
SO - 0001610,11/27/2018,RWF,15,3,252,20,5,0.05,"5,085.30","4,271.65"
SO - 0001611,11/27/2018,RWF,25,23,104,8,2,0.3,"2,257.90","1,264.42"
SO - 0001612,11/27/2018,RWF,26,17,355,6,5,0.05,"3,953.00","2,490.39"
SO - 0001613,11/27/2018,RWF,2,32,68,25,7,0.05,917.90,743.50
SO - 0001614,11/28/2018,RWF,10,19,241,28,4,0.1,723.60,376.27
SO - 0001615,11/28/2018,RWF,12,47,19,1,3,0.15,"3,577.80","1,431.12"
SO - 0001616,11/28/2018,RWF,20,37,322,28,8,0.1,"1,742.00","1,393.60"
SO - 0001617,11/28/2018,RWF,20,4,21,14,5,0.05,247.90,99.16
SO - 0001618,11/28/2018,RWF,1,18,179,2,1,0.1,"1,762.10","1,162.99"
SO - 0001619,11/28/2018,RWF,25,20,174,33,8,0.075,991.60,624.71
SO - 0001620,11/28/2018,RWF,24,29,41,36,5,0.05,"1,065.30",713.75
SO - 0001621,11/28/2018,RWF,21,13,37,17,6,0.15,"1,152.40",772.11
SO - 0001622,11/28/2018,RWF,14,47,134,23,8,0.075,"2,914.50","2,448.18"
SO - 0001623,11/28/2018,RWF,2,21,20,38,1,0.1,"5,239.40","2,619.70"
SO - 0001624,11/29/2018,RWF,3,15,354,23,2,0.3,"1,139.00",968.15
SO - 0001625,11/29/2018,RWF,1,47,365,20,4,0.075,"2,010.00","1,688.40"
SO - 0001626,11/29/2018,RWF,21,36,211,39,3,0.075,"1,165.80",734.45
SO - 0001627,11/29/2018,RWF,2,47,2,19,7,0.1,"3,959.70","3,009.37"
SO - 0001628,11/29/2018,RWF,4,25,228,3,6,0.05,"2,599.60","2,001.69"
SO - 0001629,11/29/2018,RWF,8,17,275,46,7,0.05,"2,787.20","1,254.24"
SO - 0001630,11/29/2018,RWF,9,41,143,34,1,0.05,"1,025.10",563.81
SO - 0001631,11/29/2018,RWF,19,4,209,17,3,0.3,"3,919.50","2,900.43"
SO - 0001632,11/29/2018,RWF,14,5,60,17,5,0.2,"3,993.20","1,597.28"
SO - 0001633,11/30/2018,RWF,16,36,246,29,5,0.15,"6,344.90","4,251.08"
SO - 0001634,11/30/2018,RWF,16,11,78,18,1,0.075,"1,152.40",898.87
SO - 0001635,11/30/2018,RWF,4,19,218,44,8,0.05,"3,993.20","2,675.44"
SO - 0001636,11/30/2018,RWF,23,39,313,18,2,0.1,268.00,182.24
SO - 0001637,11/30/2018,RWF,28,11,203,35,4,0.075,"5,232.70","3,610.56"
SO - 0001638,11/30/2018,RWF,13,17,355,30,2,0.075,"2,465.60","1,430.05"
SO - 0001639,11/30/2018,RWF,23,14,138,16,1,0.15,"1,018.40",437.91
SO - 0001640,12/1/2018,RWF,23,25,230,40,1,0.4,"2,613.00","2,168.79"
SO - 0001641,12/1/2018,RWF,1,49,51,23,5,0.4,"1,038.50",685.41
SO - 0001642,12/1/2018,RWF,15,34,272,15,6,0.05,"2,318.20","1,043.19"
SO - 0001643,12/1/2018,RWF,15,42,263,46,2,0.075,"1,219.40",865.77
SO - 0001644,12/1/2018,RWF,6,24,321,11,2,0.15,"5,306.40","2,334.82"
SO - 0001645,12/2/2018,RWF,11,17,301,33,6,0.05,"2,479.00","1,462.61"
SO - 0001646,12/2/2018,RWF,28,44,244,36,8,0.1,227.80,186.80
SO - 0001647,12/2/2018,RWF,24,30,100,26,3,0.1,"5,929.50","3,498.41"
SO - 0001648,12/2/2018,RWF,11,17,167,44,6,0.15,"1,728.60","1,175.45"
SO - 0001649,12/2/2018,RWF,21,28,217,24,4,0.075,"1,045.20",825.71
SO - 0001650,12/2/2018,RWF,9,2,28,35,8,0.1,"1,721.90","1,411.96"
SO - 0001651,12/3/2018,RWF,20,44,44,31,8,0.05,"3,845.80","2,999.72"
SO - 0001652,12/3/2018,RWF,14,23,349,36,2,0.4,"2,706.80","1,651.15"
SO - 0001653,12/3/2018,RWF,16,29,94,41,5,0.075,"2,613.00","1,358.76"
SO - 0001654,12/3/2018,RWF,23,9,323,21,3,0.075,"3,631.40","2,977.75"
SO - 0001655,12/3/2018,RWF,13,10,213,25,3,0.05,"1,105.50",563.81
SO - 0001656,12/3/2018,RWF,20,31,73,27,1,0.15,"1,045.20",533.05
SO - 0001657,12/3/2018,RWF,27,4,318,22,8,0.05,"3,041.80","1,551.32"
SO - 0001658,12/3/2018,RWF,21,50,79,39,5,0.075,"1,755.40",965.47
SO - 0001659,12/3/2018,RWF,21,47,114,2,1,0.05,"2,291.40","1,191.53"
SO - 0001660,12/3/2018,RWF,28,45,18,13,6,0.2,"1,058.60",719.85
SO - 0001661,12/3/2018,RWF,1,43,165,42,8,0.1,"1,065.30",479.39
SO - 0001662,12/3/2018,RWF,9,48,122,11,5,0.4,241.20,115.78
SO - 0001663,12/4/2018,RWF,4,20,228,47,7,0.1,"1,132.30",781.29
SO - 0001664,12/4/2018,RWF,19,43,137,1,2,0.15,"2,224.40","1,890.74"
SO - 0001665,12/4/2018,RWF,9,20,344,46,4,0.075,824.10,659.28
SO - 0001666,12/4/2018,RWF,8,23,269,10,2,0.1,"2,351.70","1,458.05"
SO - 0001667,12/4/2018,RWF,20,43,24,30,1,0.05,"6,344.90","2,918.65"
SO - 0001668,12/4/2018,RWF,23,42,126,32,6,0.1,"5,621.30","3,541.42"
SO - 0001669,12/4/2018,RWF,22,32,141,23,6,0.05,"1,031.80",598.44
SO - 0001670,12/4/2018,RWF,18,21,210,25,4,0.05,"2,405.30","1,828.03"
SO - 0001671,12/4/2018,RWF,22,7,92,20,2,0.075,"1,105.50",906.51
SO - 0001672,12/4/2018,RWF,8,34,343,23,5,0.075,"1,775.50",958.77
SO - 0001673,12/4/2018,RWF,14,7,153,46,2,0.075,"1,092.10",786.31
SO - 0001674,12/4/2018,RWF,15,1,105,27,6,0.075,207.70,83.08
SO - 0001675,12/4/2018,RWF,9,16,340,45,4,0.1,"1,809.00",759.78
SO - 0001676,12/5/2018,RWF,12,30,259,2,8,0.075,"1,842.50","1,437.15"
SO - 0001677,12/5/2018,RWF,4,18,344,45,4,0.1,"3,839.10","2,764.15"
SO - 0001678,12/5/2018,RWF,13,34,178,43,7,0.15,268.00,171.52
SO - 0001679,12/5/2018,RWF,2,28,118,19,3,0.3,"1,829.10",859.68
SO - 0001680,12/5/2018,RWF,27,15,294,25,1,0.2,"1,795.60","1,256.92"
SO - 0001681,12/5/2018,RWF,15,11,24,12,6,0.4,"1,118.90",458.75
SO - 0001682,12/6/2018,RWF,20,22,37,5,2,0.075,"1,118.90",716.10
SO - 0001683,12/6/2018,RWF,10,22,258,43,4,0.1,"3,926.20","2,630.55"
SO - 0001684,12/6/2018,RWF,27,19,81,4,8,0.05,917.90,514.02
SO - 0001685,12/6/2018,RWF,5,50,135,31,6,0.2,207.70,99.70
SO - 0001686,12/6/2018,RWF,6,17,283,37,1,0.075,"1,976.50","1,264.96"
SO - 0001687,12/6/2018,RWF,27,19,80,16,4,0.15,"3,959.70","2,613.40"
SO - 0001688,12/6/2018,RWF,6,49,124,29,2,0.1,"1,098.80",846.08
SO - 0001689,12/6/2018,RWF,13,15,103,41,2,0.05,877.70,728.49
SO - 0001690,12/6/2018,RWF,7,14,178,47,5,0.1,"2,552.70","1,276.35"
SO - 0001691,12/6/2018,RWF,5,12,355,18,8,0.05,"1,025.10",768.83
SO - 0001692,12/6/2018,RWF,23,34,245,31,7,0.15,"1,045.20",668.93
SO - 0001693,12/7/2018,RWF,28,27,306,26,8,0.4,"5,983.10","2,393.24"
SO - 0001694,12/7/2018,RWF,23,47,173,37,6,0.075,"1,112.20",756.30
SO - 0001695,12/7/2018,RWF,9,23,121,34,6,0.2,"1,855.90",816.60
SO - 0001696,12/7/2018,RWF,1,30,319,29,6,0.05,"3,825.70","2,295.42"
SO - 0001697,12/7/2018,RWF,23,16,218,37,8,0.3,817.40,653.92
SO - 0001698,12/7/2018,RWF,3,9,122,47,8,0.075,737.00,375.87
SO - 0001699,12/7/2018,RWF,6,5,203,32,5,0.05,"2,465.60","1,651.95"
SO - 0001700,12/7/2018,RWF,8,41,10,12,6,0.1,857.60,686.08
SO - 0001701,12/8/2018,RWF,15,24,322,31,6,0.2,"1,078.70",431.48
SO - 0001702,12/8/2018,RWF,2,23,164,17,6,0.2,"3,390.20","2,746.06"
SO - 0001703,12/8/2018,RWF,8,18,208,40,3,0.2,"5,514.10","4,356.14"
SO - 0001704,12/8/2018,RWF,13,3,60,13,8,0.05,207.70,145.39
SO - 0001705,12/8/2018,RWF,1,49,70,11,2,0.05,"2,010.00",924.60
SO - 0001706,12/8/2018,RWF,14,30,221,39,5,0.075,"1,949.70","1,052.84"
SO - 0001707,12/8/2018,RWF,14,14,26,7,7,0.075,174.20,106.26
SO - 0001708,12/8/2018,RWF,20,24,364,23,7,0.05,"1,139.00",797.30
SO - 0001709,12/8/2018,RWF,27,17,345,28,8,0.075,"5,319.80","2,181.12"
SO - 0001710,12/9/2018,RWF,4,43,327,8,4,0.15,"3,926.20","2,080.89"
SO - 0001711,12/9/2018,RWF,24,36,313,7,3,0.05,"1,038.50",768.49
SO - 0001712,12/9/2018,RWF,1,45,349,35,5,0.15,"5,038.40","2,972.66"
SO - 0001713,12/9/2018,RWF,1,11,141,14,5,0.05,"1,058.60",561.06
SO - 0001714,12/9/2018,RWF,6,6,309,35,5,0.05,221.10,97.28
SO - 0001715,12/9/2018,RWF,2,24,141,24,1,0.1,"3,296.40","2,505.26"
SO - 0001716,12/9/2018,RWF,12,7,166,30,6,0.05,"5,648.10","2,711.09"
SO - 0001717,12/9/2018,RWF,28,8,309,1,1,0.1,"1,118.90",727.29
SO - 0001718,12/9/2018,RWF,2,25,302,31,4,0.075,"2,680.00","2,224.40"
SO - 0001719,12/10/2018,RWF,10,42,231,36,8,0.05,"3,865.90","2,860.77"
SO - 0001720,12/10/2018,RWF,7,35,151,2,1,0.075,951.40,399.59
SO - 0001721,12/11/2018,RWF,17,39,51,19,6,0.075,"5,621.30","4,272.19"
